sp;BodyMass.Value;Nocturnal;ForStrat.watbelowsurf;ForStrat.wataroundsurf;ForStrat.ground;ForStrat.understory;ForStrat.midhigh;ForStrat.canopy;ForStrat.aerial;PelagicSpecialist;litter_or_clutch_size_n;litters_or_clutches_per_y;range_m2
Campylorhynchus_turdinus;32.6;0;0;0;0;0;50;50;0;0;NA;NA;4.50E+12
Spinus_yarrellii;11.3;0;0;0;50;50;0;0;0;0;NA;NA;1440779945
Spinus_yarrellii;11.3;0;0;0;50;50;0;0;0;0;NA;NA;39767430333
Spinus_yarrellii;11.3;0;0;0;50;50;0;0;0;0;NA;NA;4.55E+11
Caryothraustes_canadensis;34.5;0;0;0;0;0;60;40;0;0;NA;NA;2.65E+12
Chrysomus_ruficapillus;32;0;0;0;90;10;0;0;0;0;3;NA;5.79E+12
Compsothraupis_loricata;72.49;0;0;0;0;20;30;50;0;0;NA;NA;1.68E+12
Conirostrum_speciosum;NA;NA;0;0;60;20;20;0;0;0;NA;NA;7.56E+12
Coryphospingus_pileatus;NA;NA;0;0;0;60;40;0;0;0;NA;NA;2.76E+12
Cypsnagra_hirundinacea;31.4;0;0;0;30;50;10;0;10;0;NA;NA;3.22E+12
Dacnis_nigripes;14;0;0;0;0;70;30;0;0;0;NA;NA;27783171584
Dacnis_nigripes;14;0;0;0;0;70;30;0;0;0;NA;NA;2116305730
Dacnis_nigripes;14;0;0;0;0;70;30;0;0;0;NA;NA;21752917706
Emberizoides_ypiranganus;NA;NA;0;0;20;60;20;0;0;0;NA;NA;6.49E+11
Euphonia_laniirostris;15;0;0;0;0;0;70;30;0;0;4;NA;4.46E+12
Icterus_croconotus;40.03;0;0;0;0;0;50;50;0;0;3;NA;3.43E+12
Sturnella_superciliaris;45.32;0;0;0;90;10;0;0;0;0;NA;NA;NA
Islerothraupis_cristata;18.8;0;0;0;0;10;20;70;0;0;NA;NA;6.34E+12
Tangara_palmarum;39;0;0;0;0;0;20;70;10;0;NA;NA;1.22E+13
Cantorchilus_leucotis;19.44;0;0;0;0;80;20;0;0;0;2.4;NA;8.71E+12
Cantorchilus_longirostris;21.3;0;0;0;0;80;20;0;0;0;NA;NA;1.51E+12
Asemospiza_fuliginosa;NA;NA;0;0;100;0;0;0;0;0;NA;NA;9.52E+11
Tangara_peruviana;22.2;0;0;0;0;30;40;30;0;0;NA;NA;16088816957
Tangara_peruviana;22.2;0;0;0;0;30;40;30;0;0;NA;NA;53100378851
Tangara_peruviana;22.2;0;0;0;0;30;40;30;0;0;NA;NA;56468451239
Sporophila_plumbea;NA;NA;0;0;100;0;0;0;0;0;NA;NA;4.74E+12
Microspingus_cabanisi;19.2;0;0;0;100;0;0;0;0;0;NA;NA;7.76E+11
Pheugopedius_genibarbis;19.2;0;0;0;0;100;0;0;0;0;NA;NA;6.33E+12
Agelasticus_cyanopus;37.21;0;0;0;70;30;0;0;0;0;3;NA;2.87E+12
Agelasticus_thilius;31.5;0;0;0;70;30;0;0;0;0;3;NA;2.23E+12
Agelasticus_thilius;31.5;0;0;0;70;30;0;0;0;0;3;NA;5.90E+11
Anthus_hellmayri;18.61;0;0;0;90;10;0;0;0;0;NA;NA;9.54E+11
Basileuterus_hypoleucus;11.4;0;0;0;0;60;40;0;0;0;NA;NA;1.49E+12
Cacicus_chrysopterus;36.16;0;0;0;0;0;80;20;0;0;NA;NA;1.63E+12
Cissopis_leverianus;76;0;0;0;20;30;30;20;0;0;2;NA;5.41E+12
Catharus_fuscescens;31.9;0;0;0;100;0;0;0;0;0;4;1.5;1.51E+12
Conirostrum_bicolor;NA;NA;0;0;60;20;20;0;0;0;2;NA;5.67E+11
Coryphospingus_cucullatus;NA;NA;0;0;0;60;40;0;0;0;NA;NA;4.05E+12
Coryphospingus_cucullatus;NA;NA;0;0;0;60;40;0;0;0;NA;NA;8.63E+11
Emberizoides_herbicola;NA;NA;0;0;70;30;0;0;0;0;2;NA;5.55E+12
Euphonia_chlorotica;11;0;0;0;0;0;10;90;0;0;3.9;NA;9.44E+12
Euphonia_cyanocephala;14;0;0;0;0;20;40;40;0;0;3.2;NA;2.71E+12
Euphonia_pectoralis;14.4;0;0;0;0;0;30;70;0;0;3;NA;1.36E+12
Gubernatrix_cristata;NA;NA;0;0;60;30;10;0;0;0;NA;NA;5.16E+11
Gubernatrix_cristata;NA;NA;0;0;60;30;10;0;0;0;NA;NA;22514749073
Gubernatrix_cristata;NA;NA;0;0;60;30;10;0;0;0;NA;NA;7.66E+11
Hemithraupis_flavicollis;12.8;0;0;0;0;0;20;80;0;0;NA;NA;5.62E+12
Icterus_jamacaii;71.81;0;0;0;20;50;30;0;0;0;3;NA;2.65E+12
Mimus_saturninus;63.7;0;0;0;100;0;0;0;0;0;3.5;NA;7.20E+12
Molothrus_rufoaxillaris;47.5;0;0;0;90;10;0;0;0;0;NA;NA;4.72E+12
Sporophila_hypochroma;NA;NA;0;0;50;50;0;0;0;0;NA;NA;2.00E+11
Sporophila_hypochroma;NA;NA;0;0;50;50;0;0;0;0;NA;NA;1.40E+12
Nemosia_pileata;16;0;0;0;0;30;70;0;0;0;2;NA;8.99E+12
Neothraupis_fasciata;26.8;0;0;0;60;20;20;0;0;0;NA;NA;2.24E+12
Orchesticus_abeillei;31.5;0;0;0;0;0;20;80;0;0;2;NA;1.64E+11
Orthogonys_chloricterus;40;0;0;0;0;0;100;0;0;0;NA;NA;1.22E+11
Paroaria_capitata;22.3;0;0;0;0;80;20;0;0;0;NA;NA;1.52E+12
Pheucticus_aureoventris;NA;NA;0;0;30;0;30;40;0;0;NA;NA;1.11E+12
Polioptila_dumicola;7;0;0;0;0;0;20;80;0;0;3.9;NA;4.48E+12
Porphyrospiza_caerulescens;9.56;0;0;0;100;0;0;0;0;0;NA;NA;1.67E+12
Psarocolius_decumanus;206.3;0;0;0;10;0;50;40;0;0;1.5;NA;1.05E+13
Pseudoleistes_guirahuro;86.42;0;0;0;100;0;0;0;0;0;NA;NA;2.14E+12
Pseudoleistes_virescens;79.93;0;0;0;100;0;0;0;0;0;NA;NA;8.99E+11
Pseudoleistes_virescens;79.93;0;0;0;100;0;0;0;0;0;NA;NA;3.19E+11
Saltatricula_atricollis;NA;NA;0;0;60;20;20;0;0;0;NA;NA;NA
Saltator_fuliginosus;50.5;0;0;0;0;0;60;40;0;0;NA;NA;8.12E+11
Saltator_similis;NA;NA;0;0;0;70;30;0;0;0;NA;NA;3.78E+12
Schistochlamys_melanopis;33;0;0;0;0;20;70;10;0;0;2;NA;6.47E+12
Schistochlamys_ruficapillus;31.2;0;0;0;0;70;30;0;0;0;NA;NA;2.41E+12
Sicalis_citrina;NA;NA;0;0;10;60;30;0;0;0;NA;NA;1.53E+12
Sicalis_columbiana;NA;NA;0;0;20;60;20;0;0;0;NA;NA;1.84E+12
Sicalis_flaveola;NA;NA;0;0;40;60;0;0;0;0;3;NA;8.09E+12
Sicalis_luteola;NA;NA;0;0;30;70;0;0;0;0;NA;NA;3.84E+12
Sporophila_falcirostris;NA;NA;0;0;100;0;0;0;0;0;NA;NA;2813931030
Sporophila_falcirostris;NA;NA;0;0;100;0;0;0;0;0;NA;NA;1.72E+11
Sporophila_ardesiaca;10.9;0;0;0;60;40;0;0;0;0;NA;NA;6.39E+11
Sporophila_caerulescens;NA;NA;0;0;50;50;0;0;0;0;NA;NA;3.31E+12
Sporophila_caerulescens;NA;NA;0;0;50;50;0;0;0;0;NA;NA;1.71E+12
Sporophila_caerulescens;NA;NA;0;0;50;50;0;0;0;0;NA;NA;2.97E+12
Sporophila_frontalis;NA;NA;0;0;100;0;0;0;0;0;NA;NA;87303478821
Sporophila_frontalis;NA;NA;0;0;100;0;0;0;0;0;NA;NA;1.86E+11
Sporophila_frontalis;NA;NA;0;0;100;0;0;0;0;0;NA;NA;6568436178
Sporophila_leucoptera;NA;NA;0;0;70;30;0;0;0;0;NA;NA;3.78E+12
Sporophila_lineola;NA;NA;0;0;30;70;0;0;0;0;2.5;NA;1.53E+12
Sporophila_lineola;NA;NA;0;0;30;70;0;0;0;0;2.5;NA;1.22E+12
Sporophila_lineola;NA;NA;0;0;30;70;0;0;0;0;2.5;NA;9.30E+12
Sporophila_ruficollis;NA;NA;0;0;50;50;0;0;0;0;NA;NA;1.24E+12
Sporophila_ruficollis;NA;NA;0;0;50;50;0;0;0;0;NA;NA;2.19E+12
Tachyphonus_coronatus;29.3;0;0;0;0;20;40;40;0;0;NA;NA;1.49E+12
Tachyphonus_rufus;34.4;0;0;0;20;50;10;10;10;0;2.5;NA;5.94E+12
Tangara_desmaresti;20.4;0;0;0;0;0;20;60;20;0;3;NA;2.60E+11
Turdus_flavipes;65.14;0;0;0;10;30;30;30;0;0;NA;NA;9.09E+11
Turdus_flavipes;65.14;0;0;0;10;30;30;30;0;0;NA;NA;31553933545
Turdus_leucomelas;69.1;0;0;0;60;20;20;0;0;0;3;3;7.69E+12
Xanthopsar_flavus;43;0;0;0;70;30;0;0;0;0;4;NA;2.85E+11
Xanthopsar_flavus;43;0;0;0;70;30;0;0;0;0;4;NA;4.49E+11
Coryphaspiza_melanotis;NA;NA;0;0;0;50;50;0;0;0;NA;NA;2.18E+12
Amaurospiza_moesta;NA;NA;0;0;70;30;0;0;0;0;NA;NA;6.54E+11
Amazona_amazonica;370;0;0;0;0;33;33;33;0;0;3.2;NA;7.38E+12
Ara_ararauna;1125;0;0;0;0;0;60;40;0;0;2;NA;7.78E+12
Buteogallus_aequinoctialis;657.63;0;0;0;100;0;0;0;0;0;1;NA;1.33E+11
Leptodon_forbesi;577;0;0;0;0;50;50;0;0;0;NA;NA;52831612825
Lipaugus_ater;80;0;0;0;0;50;50;0;0;0;NA;NA;12392205111
Myiopsitta_monachus;120;0;0;0;20;20;40;20;0;0;6;2;2.72E+12
Myrmoderus_ruficauda;29.75;0;0;0;80;20;0;0;0;0;NA;NA;45905471401
Myrmoderus_ruficauda;29.75;0;0;0;80;20;0;0;0;0;NA;NA;83252806012
Myrmoderus_ruficauda;29.75;0;0;0;80;20;0;0;0;0;NA;NA;499323824.6
Paroaria_coronata;NA;NA;0;0;20;80;0;0;0;0;NA;NA;2.39E+12
Phalcoboenus_chimango;296;0;0;0;100;0;0;0;0;0;NA;NA;1.40E+11
Phalcoboenus_chimango;296;0;0;0;100;0;0;0;0;0;NA;NA;3.93E+12
Phoenicopterus_chilensis;2277;0;0;100;0;0;0;0;0;0;1;1.5;3.27E+12
Phoenicopterus_chilensis;2277;0;0;100;0;0;0;0;0;0;1;1.5;4.01E+11
Pipile_jacutinga;1240.96;0;0;0;20;0;40;40;0;0;3;NA;8.94E+11
Pipile_jacutinga;1240.96;0;0;0;20;0;40;40;0;0;3;NA;1.69E+11
Psittacara_acuticaudatus;171;0;0;0;0;33;33;33;0;0;NA;NA;3.35E+12
Pyrrhura_griseipectus;75.87;0;0;0;0;33;33;33;0;0;6.7;NA;1817541390
Pyrrhura_griseipectus;75.87;0;0;0;0;33;33;33;0;0;6.7;NA;686205617
Pyrrhura_griseipectus;75.87;0;0;0;0;33;33;33;0;0;6.7;NA;7674353488
Scytalopus_speluncae;13;0;0;0;60;40;0;0;0;0;2;NA;2.50E+11
Sporophila_angolensis;13;0;0;0;60;40;0;0;0;0;NA;NA;1.19E+13
Sporophila_hypoxantha;NA;NA;0;0;50;50;0;0;0;0;NA;NA;1.85E+12
Sporophila_hypoxantha;NA;NA;0;0;50;50;0;0;0;0;NA;NA;1.34E+12
